SAMFid,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
10,2.279046674,1.249953704,2.279046674,1.249953704,0.607376494,176.303,156.143,176.1565006,72,0,-0.027624447,-0.065382195,0.065382195,0.027624447,1.076923077,1.846153846,2.461538462,14.02706205,10.00408315,1.969407424,-2.053675759,2.131102394,-1.898626927,5.297986975,0.715125283,2.561779869,260.7408623,9.681798276,9.060477932,9.060477932,6.236382105,5.298694043,5.298694043,3.887045727,3.887045727,2.547764082,2.547764082,1.691753057,1.691753057,-0.78,850.580167,10.30183306,5.059007738,3.216535914,81.98599792,0,0,0,0,0,0,0,0,0,0,43.52793314,37.81602063,0,0,0,0,0,0,0,46.45449809,0,34.88945568,0,0,0,0,0,0,0,6.420821623,13.8474744,42.87655654,18.19910121,0,0,0,0,0,0,0,0,0,0,42.37364097,0,0,38.9703128,0,0,0,0,0,4.353606098,0,6.7736952,5.248590955,6.624107746,0,0.538461538,13,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,1,4.03614,59.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,2.277777778,0.856317922,2.277777778,0.856317922,0.670717896,194.277,180.165,194.1095504,74,0,-0.016152149,-0.062225395,0.062225395,0.016152149,0.666666667,1.266666667,1.866666667,14.27054561,10.02481013,2.223246705,-2.025089677,2.398864253,-1.800835964,5.631085024,1.13113889,1.92714634,435.2243435,10.08757567,8.687716254,8.687716254,7.43265299,5.587222523,5.587222523,4.262307566,4.262307566,3.066560794,3.066560794,1.995004805,1.995004805,-1.56,9965.017173,8.724598244,3.541790488,1.800748923,90.57749252,0,0,0,0,0,0,0,0,0,0,54.59730362,35.44990377,0,0,0,0,0,0,0,18.75954929,0,60.16075511,0,11.12690298,0,0,0,0,0,0,0,24.32300078,54.59730362,0,11.12690298,0,0,0,0,0,0,0,5.917906046,29.53199772,0,0,54.59730362,0,0,0,0,0,4.133822279,0.856317922,19.58390017,2.759292958,0,0,0.2,15,0,0,1,0,1,2,0,2,0,0,0,2,1,0,1,3,4.231,63.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1.62037037,1.155648148,1.62037037,1.155648148,0.533637049,192.346,168.154,192.1878008,80,0,-0.038300645,-0.053021486,0.053021486,0.038300645,0.428571429,0.714285714,1,14.43436487,9.598200651,2.379879333,-2.456291472,2.492598243,-2.348529644,4.889400111,0.051981452,1.68248843,154.2149912,9.380468889,9.380468889,9.380468889,6.93265299,6.93265299,6.93265299,6.080637243,6.080637243,5.343990882,5.343990882,4.587856261,4.587856261,0,3255.128956,9.2421875,3.867768595,1.613333333,88.46600505,0,0,0,0,0,0,0,0,0,0,51.36657298,36.51326743,0,0,0,0,0,0,23.67162418,64.20821623,0,0,0,0,0,0,0,0,0,0,23.67162418,64.20821623,0,0,0,0,0,0,0,0,0,0,23.67162418,0,64.20821623,0,0,0,0,0,0,0,0,4.622592593,0,15.71074074,0,0,1,14,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,4.393,60.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12.76612914,-2.345975883,12.76612914,0.128761574,0.576527821,190.277,170.117,190.1533071,78,0,0.247727092,-0.20690574,0.247727092,0.20690574,1.153846154,1.769230769,2.307692308,19.28516933,9.835124639,2.33790129,-2.275935802,2.374134566,-2.239655539,4.767436187,-0.046644313,2.106482789,133.0257051,9.734204519,8.490133465,8.490133465,6.138958434,5.516922907,5.516922907,4.295108644,4.295108644,3.052615405,3.052615405,2.07161573,2.07161573,-0.14,766.63385,10.9377605,4.920726181,4.056237524,79.71391182,0,0,0,5.922529168,0,0,0,8.780830095,0,0,32.60702369,18.75954929,12.84164325,0,8.780830095,0,0,0,5.917906046,64.21283935,0,0,0,0,0,8.780830095,0,0,5.922529168,0,5.917906046,58.29031018,0,0,0,0,0,5.922529168,8.780830095,0,12.84164325,5.917906046,12.84164325,25.68328649,0,0,6.9237372,0,25.53225828,0,0,0,0,-1.756924957,0,6.632383511,2.175616497,0,1,13,0,0,1,0,1,0,0,0,0,0,2,4,1,0,1,1,4.3922,51.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,5.38003236,0.941067649,5.38003236,0.941067649,0.568048458,194.233,184.153,194.0731649,72,0,0.133964622,-0.46432972,0.46432972,0.133964622,0.733333333,1.6,2.466666667,16.3294454,10.05025819,1.9982383,-1.997600478,2.240219397,-1.751059468,5.824729004,0.615786284,2.193194615,578.3557292,10.08757567,8.181750982,8.181750982,7.43265299,4.960552348,4.960552348,3.539231237,3.539231237,2.563294843,2.563294843,1.764913634,1.764913634,-2.02,7008.975607,8.301655398,3.281334695,1.420761364,87.96449112,4.417150937,5.583020142,0,0,0,0,0,0,0,0,42.46456948,23.25963712,5.386224214,6.263162996,4.417150937,10.96924436,0,0,0,0,0,60.86046661,0,11.12690298,0,0,0,0,0,0,0,0,65.27761755,0,22.09614734,0,13.14,0,0,0,0,0,10.96924436,11.12690298,6.263162996,24.26546827,30.33183534,4.417150937,5.38003236,0,0,1.147852891,3.352039872,0,18.56507488,1.721666667,0,0,0,15,0,1,0,0,0,2,1,3,1,0,1,1,0,0,0,3,4.0998,61.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2.315138889,0.367276431,2.315138889,0.367276431,0.42092828,154.297,132.121,154.1721507,66,0,-0.020317396,-0.088010992,0.088010992,0.020317396,1.090909091,1.727272727,2.181818182,14.07199172,9.955631335,2.015446792,-2.101374819,2.14846367,-1.974610219,4.912083592,0.540716395,3.303567575,103.6969429,8.742640687,8.483127663,8.483127663,5.060660172,4.73736354,4.73736354,4.264176247,4.264176247,1.592195333,1.592195333,0.949075421,0.949075421,-0.26,179.5244187,10.74,5.398158453,9.74,71.69906914,0,0,0,0,0,0,0,0,0,0,52.68863226,18.25663372,0,0,0,0,0,0,5.414990469,53.37823529,0,12.15204021,0,0,0,0,0,0,0,0,5.414990469,53.37823529,12.15204021,0,0,0,0,0,0,0,0,5.414990469,0,25.68328649,0,0,39.84698901,0,0,0,0,0,0.367276431,0,0,9.920982851,8.961740717,0,0.818181818,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4.169,52.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
16,13.39254157,-2.836875,13.39254157,0.048475057,0.634855643,196.24,182.128,196.1063569,76,0,0.291185432,-0.196515041,0.291185432,0.196515041,1.214285714,1.857142857,2.428571429,19.28515029,10.08254739,2.26236438,-2.10856665,2.286333128,-2.081619014,5.237239924,0.051800206,2.749942261,288.4498559,10.4413113,8.211594393,8.211594393,6.665831887,4.776011615,4.776011615,3.180035731,3.180035731,1.941188048,1.941188048,1.154603746,1.154603746,-1.18,1412.911676,10.89800312,4.891251737,2.945852503,83.26252358,0,0,0,0,5.922529168,0,0,0,8.780830095,0,49.75241427,12.49684173,5.563451492,0,8.780830095,0,0,0,0,25.68790961,0,48.04732705,0,0,0,8.780830095,0,0,0,5.922529168,0,25.32883194,42.48387556,0,0,0,0,5.922529168,8.780830095,0,5.563451492,6.420821623,12.49684173,18.20875424,18.19910121,6.9237372,0,0,26.78508314,0,0,0,0.048475057,-2.836875,7.856861851,4.099827964,1.963293651,0,0.333333333,14,0,0,0,0,0,1,0,1,0,0,2,4,0,0,0,1,4.1347,54.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2.23787037,1.307222222,2.23787037,1.307222222,0.638310503,196.293,180.165,196.1252005,76,0,-0.017866825,-0.061387096,0.061387096,0.017866825,0.6,1.2,1.8,14.03791533,9.995124449,1.987879081,-2.05528676,2.222710257,-1.829016917,5.652693483,1.37630807,2.535501463,460.8970256,10.83649881,9.541451884,9.541451884,7.147867046,5.303418013,5.303418013,4.245868102,4.245868102,2.573094367,2.573094367,1.965971965,1.965971965,-1.56,2713.880672,9.97483322,3.896822699,2.269964026,91.58332367,0,0,0,0,0,0,0,0,0,0,59.15492395,31.89811458,0,0,0,0,0,0,0,20.7712116,0,59.15492395,0,11.12690298,0,0,0,0,0,0,20.7712116,16.69035448,42.46456948,0,11.12690298,0,0,0,0,0,0,0,0,27.81725746,0,0,63.23578108,0,0,0,0,0,6.585806878,0,15.3261489,0,6.421377551,0,0.2,15,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,2,4.27886,66.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2.505339506,-0.897777778,2.505339506,0.897777778,0.420691554,182.383,160.207,182.1490772,70,0,0.05131548,-0.088547269,0.088547269,0.05131548,1.083333333,1.833333333,2.5,28.33161864,10.0619392,2.233409233,-2.267354672,2.303455545,-2.265830483,6.775314994,0.63021433,2.550213659,152.8772727,9.027097737,8.767584714,9.767584714,5.605171716,5.271838382,8.849188651,5.038681267,10.5123137,2.866682199,5.572552294,1.881620516,3.665203097,-0.043116883,363.5673962,10.04051695,4.266165694,3.137191973,78.07422523,0,0,0,0,0,0,0,0,0,0,44.63471752,24.80364507,0,8.073872301,0,8.073872301,0,0,0,57.28632238,0,12.15204021,0,0,0,0,0,0,8.073872301,0,0,32.10410811,12.15204021,25.18221426,0,0,0,8.073872301,0,0,0,0,5.5411802,32.10410811,0,0,31.79307427,0,0,0,0,0,0.942407407,0,0,12.01406368,7.469084467,-0.897777778,0.818181818,12,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,4.2151,59.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2.484302721,-0.795887818,2.484302721,0.795887818,0.445921185,182.383,160.207,182.1490772,70,0,0.044503505,-0.085345896,0.085345896,0.044503505,1.416666667,2.083333333,2.5,28.33138111,9.917120966,2.206635189,-2.260924956,2.294447876,-2.240694651,6.756537084,0.507558121,2.373291948,173.933359,9.190234444,8.983127663,9.983127663,5.472145112,5.128775078,8.835881859,5.455663931,10.98523257,2.647617171,4.449712312,2.070980189,4.173821808,-0.043116883,359.1538139,10.04051695,3.777824629,3.570713646,78.07422523,0,0,0,0,0,0,0,0,0,0,37.33425447,32.10410811,8.073872301,0,0,8.073872301,0,0,5.917906046,51.87133191,0,11.64912464,0,0,0,0,0,0,8.073872301,0,5.917906046,26.18620207,11.64912464,25.68512984,0,0,0,8.073872301,0,0,0,0,5.917906046,25.30656065,5.57310453,0,32.64079137,0,0,0,0,0,1.612801713,1.014228395,1.524583333,6.617222222,9.721496599,-0.795887818,0.818181818,12,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,1,4.071,59.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2.484302721,-0.795887818,2.484302721,0.795887818,0.445921185,182.383,160.207,182.1490772,70,0,0.044503505,-0.085345896,0.085345896,0.044503505,1.416666667,2.083333333,2.5,28.33138111,9.917120966,2.206635189,-2.260924956,2.294447876,-2.240694651,6.756537084,0.507558121,2.373291948,173.933359,9.190234444,8.983127663,9.983127663,5.472145112,5.128775078,8.835881859,5.455663931,10.98523257,2.647617171,4.449712312,2.070980189,4.173821808,-0.043116883,359.1538139,10.04051695,3.777824629,3.570713646,78.07422523,0,0,0,0,0,0,0,0,0,0,37.33425447,32.10410811,8.073872301,0,0,8.073872301,0,0,5.917906046,51.87133191,0,11.64912464,0,0,0,0,0,0,8.073872301,0,5.917906046,26.18620207,11.64912464,25.68512984,0,0,0,8.073872301,0,0,0,0,5.917906046,25.30656065,5.57310453,0,32.64079137,0,0,0,0,0,1.612801713,1.014228395,1.524583333,6.617222222,9.721496599,-0.795887818,0.818181818,12,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,1,4.071,59.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2.363811728,-0.825177469,2.363811728,0.825177469,0.430822411,170.372,148.196,170.1490772,66,0,0.056470959,-0.091949059,0.091949059,0.056470959,1,1.454545455,1.727272727,28.33208797,10.58429485,2.236451133,-2.257184801,2.245622251,-2.294153946,6.795605374,1.142814745,4.043317205,103.7765222,8.742640687,8.483127663,9.483127663,5.242640687,4.854465799,7.682892924,3.333819911,8.863388545,3.036566092,8.638293757,1.550863832,4.652591496,-0.043116883,258.4364928,10.95688312,5.587290537,3.23617861,72.71511427,0,0,0,0,0,0,0,0,0,0,51.05553914,12.96783298,0,8.073872301,0,8.073872301,0,0,0,51.87133191,0,12.15204021,0,0,0,0,0,0,8.073872301,0,0,27.6949488,12.15204021,24.17638311,0,0,0,8.073872301,0,0,0,0,0,24.17638311,0,0,39.84698901,0,0,0,0,0,0,0,5.742083333,4.560964506,9.216574074,-0.825177469,0.8,11,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4.071,56.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11.36935091,0.483524187,11.36935091,0.483524187,0.472405615,198.35,172.142,198.1983655,84,0,0.132411324,-0.299717909,0.299717909,0.132411324,0.714285714,1.142857143,1.5,16.13781761,10.04938587,2.002327787,-2.001036949,2.078567093,-1.96891559,5.77702784,-0.118829681,3.113482599,115.1972526,10.64841808,9.979316102,9.979316102,6.808060412,6.325444489,6.325444489,4.159995478,4.159995478,2.618337708,2.618337708,1.622890958,1.622890958,-0.33,1198.269605,13.67,10.7489266,9.755689803,89.2800785,0,5.783244946,0,0,0,0,4.794537184,0,0,0,52.37240414,12.84164325,12.84164325,0,4.794537184,5.783244946,0,0,0,78.05569063,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,78.05569063,0,0,0,0,17.07,0,4.794537184,0,0,5.783244946,25.68328649,38.52492974,0,0,13.8474744,0,0,0,11.36935091,0,0,0.483524187,0,11.41186765,4.401923917,0,0.923076923,14,0,1,0,0,0,0,0,0,1,0,1,10,0,0,0,0,4.4963,62.525,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
23,2.195324074,1.370324074,2.195324074,1.370324074,0.50003843,190.292,184.244,189.9910922,58,0,0.052050082,-0.142304245,0.142304245,0.052050082,0.666666667,1.166666667,1.666666667,32.13596311,10.2004825,2.006188748,-1.897540431,2.324110357,-1.615234657,7.251514329,1.975907495,2.710366735,481.0132858,7.966255326,6.280598196,7.913591358,5.949489743,3.78435335,5.543658972,2.743466347,4.575698503,2.040040768,4.064638342,1.449461415,3.433711933,-0.86,1629.881468,6.633922145,2.312312248,0.764798133,78.07545872,0,0,0,0,0,0,0,0,0,22.67357176,12.13273414,33.66530811,0,9.399839833,0,42.84586002,0,0,0,0,0,35.02559381,0,0,0,0,0,22.67357176,0,0,0,0,35.02559381,0,20.17228826,0,0,0,0,0,0,0,0,20.17228826,0,22.67357176,35.02559381,0,2.865740741,3.663703704,0,7.053796296,0,0,8.750092593,0,0,0,0,12,0,0,0,0,0,1,2,3,2,0,2,0,0,0,0,3,4.116,57.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
24,2.219765684,0.606317922,2.219765684,0.606317922,0.664101912,196.293,180.165,196.1252005,76,0,-0.018384054,-0.062225395,0.062225395,0.018384054,0.666666667,1.2,1.733333333,14.04419915,9.988464672,1.992905099,-2.06319675,2.215181832,-1.858733177,5.629662009,0.866804438,2.321248318,409.5511153,10.67336211,9.273502692,9.273502692,7.270856948,5.425426481,5.425426481,4.14273441,4.14273441,2.684472671,2.684472671,1.691072791,1.691072791,-1.56,3647.597028,9.97483322,4.308041796,2.269964026,91.58332367,0,0,0,0,0,0,0,0,0,0,68.44477802,22.60826052,0,0,0,0,0,0,0,19.76538045,0,60.16075511,0,11.12690298,0,0,0,0,0,0,0,25.32883194,54.59730362,0,11.12690298,0,0,0,0,0,0,5.917906046,0,16.69035448,0,6.066367068,62.37841095,0,0,0,0,0,3.974525227,0.606317922,19.31295882,0,4.439531368,0,0.2,15,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,4.477,65.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2.293425926,0.653796296,2.293425926,0.653796296,0.650422971,184.282,168.154,184.1252005,72,0,-0.01492076,-0.06480923,0.06480923,0.01492076,1,1.714285714,2.5,14.10012695,9.931149315,2.053746313,-2.115474412,2.264411503,-1.915850811,5.8556303,0.739506543,2.645513004,423.4912856,9.966255326,8.825908935,8.825908935,6.825698503,5.30274768,5.30274768,3.877671534,3.877671534,2.966651432,2.966651432,1.900101139,1.900101139,-1.3,2275.593347,9.262629868,3.830629987,1.524266832,85.57283611,0,0,0,0,0,0,0,0,0,0,56.31204388,28.67462759,0,0,0,10.77244843,0,0,0,26.18620207,0,48.02802097,0,0,0,0,0,0,0,0,0,31.74965356,42.46456948,0,10.77244843,0,0,0,0,0,0,5.917906046,0,22.75672154,0,0,56.31204388,0,0,0,0,2.758935185,1.477407407,0.653796296,15.20488001,1.202388511,4.535925926,0,0.285714286,14,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,4.3533,62.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2.265624606,1.356666667,2.265624606,1.356666667,0.499208737,174.353,152.177,174.1442217,68,0,-0.006754046,-0.162008021,0.162008021,0.006754046,0.727272727,1.181818182,1.545454545,32.16649044,10.2716155,1.88448326,-1.987062374,2.087223212,-1.834141475,7.987679955,0.768058539,2.690915527,53.89311688,8.363961031,8.06510254,8.881599121,5.414213562,4.991563832,6.14626437,3.026585998,4.251330869,1.78445705,2.939157589,1.010310363,2.030931089,0.35,292.886063,11.35,10.35,10.35,76.14684008,0,0,0,0,0,0,0,0,11.76188495,0,39.53076089,24.34735046,0,0,0,11.76188495,0,0,0,52.37240414,11.50570721,0,0,0,0,0,0,11.76188495,11.50570721,0,0,52.37240414,0,0,0,0,0,0,0,0,0,0,0,50.03063695,0,0,25.60935935,0,0,2.133148148,0,0,0,2.77292517,0,8.396010802,4.531249213,0,1,11,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,4.1,56.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
27,10.72859315,0.332759642,10.72859315,0.332759642,0.570780053,198.35,172.142,198.1983655,84,0,0.129340128,-0.300031022,0.300031022,0.129340128,1,1.571428571,2.071428571,16.13717517,9.950073084,2.032991142,-2.108843196,2.168037116,-1.982522976,5.748007752,-0.116660248,3.274850968,149.3145526,10.97469149,10.30558952,10.30558952,6.519744508,6.014473215,6.014473215,5.024165854,5.024165854,2.704160032,2.704160032,1.718367965,1.718367965,-0.33,800.514566,13.67,8.017853179,9.755689803,89.2800785,4.794537184,5.783244946,0,0,0,0,0,0,0,0,46.45449809,25.18037091,6.420821623,0,4.794537184,5.783244946,0,0,11.83581209,66.21987854,0,0,0,0,0,0,0,0,5.783244946,4.794537184,11.83581209,66.21987854,0,0,0,0,17.07,0,4.794537184,0,0,5.783244946,24.67745534,25.68328649,6.9237372,0,20.7712116,0,0,0,10.72859315,0,0,1.964722222,0,7.093662919,8.546355041,0,0.923076923,14,0,1,0,0,0,0,0,0,1,0,1,8,0,0,0,0,4.2081,62.385,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
